model	fcst_var	fcst_lead	fcst_thresh	interp_pnts	count	fss
NAMnest_mem000	REFC	000000	>=30	9	31	0.2771896774193548
NAMnest_mem000	REFC	010000	>=30	9	31	0.26737516129032257
NAMnest_mem000	REFC	020000	>=30	9	31	0.23887806451612903
NAMnest_mem000	REFC	030000	>=30	9	31	0.22175258064516132
NAMnest_mem000	REFC	040000	>=30	9	31	0.2132227096774193
NAMnest_mem000	REFC	050000	>=30	9	31	0.20410567741935484
NAMnest_mem000	REFC	060000	>=30	9	31	0.2117762903225807
NAMnest_mem000	REFC	070000	>=30	9	31	0.20694958064516125
NAMnest_mem000	REFC	080000	>=30	9	31	0.1997443548387097
NAMnest_mem000	REFC	090000	>=30	9	31	0.1971701935483871
NAMnest_mem000	REFC	100000	>=30	9	31	0.19871722580645163
NAMnest_mem000	REFC	110000	>=30	9	31	0.20278651612903226
NAMnest_mem000	REFC	120000	>=30	9	31	0.2015283193548387
NAMnest_mem000	REFC	130000	>=30	9	31	0.1909673741935484
NAMnest_mem000	REFC	140000	>=30	9	31	0.18760116774193547
NAMnest_mem000	REFC	150000	>=30	9	31	0.17921954838709678
NAMnest_mem000	REFC	160000	>=30	9	31	0.17647723225806453
NAMnest_mem000	REFC	170000	>=30	9	31	0.1684831741935484
NAMnest_mem000	REFC	180000	>=30	9	31	0.16245600000000002
NAMnest_mem000	REFC	190000	>=30	9	31	0.15311190322580645
NAMnest_mem000	REFC	200000	>=30	9	31	0.14437235483870967
NAMnest_mem000	REFC	210000	>=30	9	31	0.13649416129032257
NAMnest_mem000	REFC	220000	>=30	9	31	0.13278790322580647
NAMnest_mem000	REFC	230000	>=30	9	31	0.13259806451612902
NAMnest_mem000	REFC	240000	>=30	9	31	0.13109206451612904
NAMnest_mem000	REFC	250000	>=30	9	31	0.13217425806451613
NAMnest_mem000	REFC	260000	>=30	9	31	0.13122067741935486
NAMnest_mem000	REFC	270000	>=30	9	31	0.13192251612903225
NAMnest_mem000	REFC	280000	>=30	9	31	0.1342671935483871
NAMnest_mem000	REFC	290000	>=30	9	31	0.13437570967741935
NAMnest_mem000	REFC	300000	>=30	9	31	0.1306915677419355
NAMnest_mem000	REFC	310000	>=30	9	31	0.1318265483870968
NAMnest_mem000	REFC	320000	>=30	9	31	0.12462005483870969
NAMnest_mem000	REFC	330000	>=30	9	31	0.12005914516129033
NAMnest_mem000	REFC	340000	>=30	9	31	0.11561730967741937
NAMnest_mem000	REFC	350000	>=30	9	31	0.1037006419354839
NAMnest_mem000	REFC	360000	>=30	9	31	0.10260264838709678
NAMnest_mem000	REFC	370000	>=30	9	31	0.10445680645161291
NAMnest_mem000	REFC	380000	>=30	9	31	0.1027635806451613
NAMnest_mem000	REFC	390000	>=30	9	31	0.09731594193548387
NAMnest_mem000	REFC	400000	>=30	9	31	0.09503349354838711
NAMnest_mem000	REFC	410000	>=30	9	31	0.0899141387096774
NAMnest_mem000	REFC	420000	>=30	9	31	0.08829773548387096
NAMnest_mem000	REFC	430000	>=30	9	31	0.09161964516129031
NAMnest_mem000	REFC	440000	>=30	9	31	0.09166112903225808
NAMnest_mem000	REFC	450000	>=30	9	31	0.09180838709677418
NAMnest_mem000	REFC	460000	>=30	9	31	0.08714006451612902
NAMnest_mem000	REFC	470000	>=30	9	31	0.0870549677419355
NAMnest_mem000	REFC	480000	>=30	9	31	0.09054987096774195
NAMnest_mem000	REFC	490000	>=30	9	31	0.09283200000000003
NAMnest_mem000	REFC	500000	>=30	9	31	0.09476999999999998
NAMnest_mem000	REFC	510000	>=30	9	31	0.10192309677419356
NAMnest_mem000	REFC	520000	>=30	9	31	0.09850677419354839
NAMnest_mem000	REFC	530000	>=30	9	31	0.09919954838709677
NAMnest_mem000	REFC	540000	>=30	9	31	0.107338
NAMnest_mem000	REFC	550000	>=30	9	31	0.10670616774193549
NAMnest_mem000	REFC	560000	>=30	9	31	0.10428686129032255
NAMnest_mem000	REFC	570000	>=30	9	31	0.09909460322580645
NAMnest_mem000	REFC	580000	>=30	9	31	0.10017891290322582
NAMnest_mem000	REFC	590000	>=30	9	31	0.0982820193548387
NAMnest_mem000	REFC	600000	>=30	9	31	0.09119841935483872
