model	fcst_var	fcst_lead	fcst_thresh	interp_pnts	count	fss
NAMnest_mem000	REFC	000000	>=20	25	31	0.4883390322580645
NAMnest_mem000	REFC	010000	>=20	25	31	0.45874548387096764
NAMnest_mem000	REFC	020000	>=20	25	31	0.4389361290322581
NAMnest_mem000	REFC	030000	>=20	25	31	0.42010548387096774
NAMnest_mem000	REFC	040000	>=20	25	31	0.4063174193548386
NAMnest_mem000	REFC	050000	>=20	25	31	0.39329935483870965
NAMnest_mem000	REFC	060000	>=20	25	31	0.39682032258064515
NAMnest_mem000	REFC	070000	>=20	25	31	0.39642838709677425
NAMnest_mem000	REFC	080000	>=20	25	31	0.3958916129032258
NAMnest_mem000	REFC	090000	>=20	25	31	0.39063129032258065
NAMnest_mem000	REFC	100000	>=20	25	31	0.3839590322580645
NAMnest_mem000	REFC	110000	>=20	25	31	0.37452919354838715
NAMnest_mem000	REFC	120000	>=20	25	31	0.3691749677419355
NAMnest_mem000	REFC	130000	>=20	25	31	0.36188893548387097
NAMnest_mem000	REFC	140000	>=20	25	31	0.3557600967741935
NAMnest_mem000	REFC	150000	>=20	25	31	0.34744109677419355
NAMnest_mem000	REFC	160000	>=20	25	31	0.34213912903225807
NAMnest_mem000	REFC	170000	>=20	25	31	0.33180745161290326
NAMnest_mem000	REFC	180000	>=20	25	31	0.3196184516129032
NAMnest_mem000	REFC	190000	>=20	25	31	0.3128239677419355
NAMnest_mem000	REFC	200000	>=20	25	31	0.30881709677419356
NAMnest_mem000	REFC	210000	>=20	25	31	0.3084096774193549
NAMnest_mem000	REFC	220000	>=20	25	31	0.30285451612903236
NAMnest_mem000	REFC	230000	>=20	25	31	0.29865
NAMnest_mem000	REFC	240000	>=20	25	31	0.2972496774193548
NAMnest_mem000	REFC	250000	>=20	25	31	0.29958516129032253
NAMnest_mem000	REFC	260000	>=20	25	31	0.30081354838709684
NAMnest_mem000	REFC	270000	>=20	25	31	0.3026232258064516
NAMnest_mem000	REFC	280000	>=20	25	31	0.3017483870967742
NAMnest_mem000	REFC	290000	>=20	25	31	0.30320451612903226
NAMnest_mem000	REFC	300000	>=20	25	31	0.3059593548387097
NAMnest_mem000	REFC	310000	>=20	25	31	0.2961174193548387
NAMnest_mem000	REFC	320000	>=20	25	31	0.2837707741935484
NAMnest_mem000	REFC	330000	>=20	25	31	0.2766498387096774
NAMnest_mem000	REFC	340000	>=20	25	31	0.2687406129032258
NAMnest_mem000	REFC	350000	>=20	25	31	0.25740393548387097
NAMnest_mem000	REFC	360000	>=20	25	31	0.25907919354838715
NAMnest_mem000	REFC	370000	>=20	25	31	0.2581696451612904
NAMnest_mem000	REFC	380000	>=20	25	31	0.25431596774193543
NAMnest_mem000	REFC	390000	>=20	25	31	0.25147309677419355
NAMnest_mem000	REFC	400000	>=20	25	31	0.2443286451612903
NAMnest_mem000	REFC	410000	>=20	25	31	0.23680441935483873
NAMnest_mem000	REFC	420000	>=20	25	31	0.2349904193548387
NAMnest_mem000	REFC	430000	>=20	25	31	0.2379998709677419
NAMnest_mem000	REFC	440000	>=20	25	31	0.24012677419354836
NAMnest_mem000	REFC	450000	>=20	25	31	0.24626774193548387
NAMnest_mem000	REFC	460000	>=20	25	31	0.23963258064516127
NAMnest_mem000	REFC	470000	>=20	25	31	0.2423138387096774
NAMnest_mem000	REFC	480000	>=20	25	31	0.24510990322580645
NAMnest_mem000	REFC	490000	>=20	25	31	0.23988838709677418
NAMnest_mem000	REFC	500000	>=20	25	31	0.24441483870967742
NAMnest_mem000	REFC	510000	>=20	25	31	0.2440041935483871
NAMnest_mem000	REFC	520000	>=20	25	31	0.2434106451612903
NAMnest_mem000	REFC	530000	>=20	25	31	0.24511051612903226
NAMnest_mem000	REFC	540000	>=20	25	31	0.24864964516129032
NAMnest_mem000	REFC	550000	>=20	25	31	0.24329951612903228
NAMnest_mem000	REFC	560000	>=20	25	31	0.23979532258064518
NAMnest_mem000	REFC	570000	>=20	25	31	0.23830106451612906
NAMnest_mem000	REFC	580000	>=20	25	31	0.23222341935483873
NAMnest_mem000	REFC	590000	>=20	25	31	0.2241360322580645
NAMnest_mem000	REFC	600000	>=20	25	31	0.2196078064516129
