date	fcst_lead	member	rmse	bias
2022-05-02 00:00:00	0	ens_0	1.6627321138766396	-1.030263292970779
2022-05-02 00:00:00	0	ens_1	1.7337659232454288	-0.998414469103883
2022-05-02 00:00:00	0	ens_2	1.9227077946280788	-1.2205169940361484
2022-05-02 00:00:00	0	ens_3	1.784040100020604	-1.036097230223549
2022-05-02 00:00:00	1	ens_0	1.2100091351915603	-0.46318301281004354
2022-05-02 00:00:00	1	ens_1	1.2917057903884184	-0.4726838939834042
2022-05-02 00:00:00	1	ens_2	1.4329484462211448	-0.7073932714797193
2022-05-02 00:00:00	1	ens_3	1.292283764025393	-0.5174560585130196
2022-05-02 00:00:00	2	ens_0	1.0808584066977924	-0.372783268356559
2022-05-02 00:00:00	2	ens_1	1.1398585750344283	-0.38345156011552917
2022-05-02 00:00:00	2	ens_2	1.2686540538935576	-0.6124734645480232
2022-05-02 00:00:00	2	ens_3	1.1563844410517647	-0.4285037854214005
2022-05-02 00:00:00	3	ens_0	1.1134206523354964	-0.37785517109606115
2022-05-02 00:00:00	3	ens_1	1.1610744990921524	-0.3842063859349108
2022-05-02 00:00:00	3	ens_2	1.27013956832134	-0.6111034272786866
2022-05-02 00:00:00	3	ens_3	1.1839224188828505	-0.4206220828991175
2022-05-02 00:00:00	4	ens_0	1.1487818242120222	-0.3515914637831644
2022-05-02 00:00:00	4	ens_1	1.199831280862033	-0.3683889407724616
2022-05-02 00:00:00	4	ens_2	1.2786884150654432	-0.5814305329786068
2022-05-02 00:00:00	4	ens_3	1.2030732628353866	-0.38977502509608486
2022-05-02 00:00:00	5	ens_0	1.1631787747374231	-0.28584590190888814
2022-05-02 00:00:00	5	ens_1	1.2143025617647698	-0.3053650104688971
2022-05-02 00:00:00	5	ens_2	1.2728644286133852	-0.5012207025468473
2022-05-02 00:00:00	5	ens_3	1.2128974144233273	-0.32311831349645526
2022-05-02 00:00:00	6	ens_0	1.1881988207296965	-0.2833630235303867
2022-05-02 00:00:00	6	ens_1	1.235863244243145	-0.29534571849342406
